ID,Variant ID,Product ID,Variant Name,Product Name,Managed Variant,SKU,Stock,Choices,Media,Collections
618f428a-6e7f-4f29-bb50-24c51e5af3c1-00000000-0000-0002-0005-a609d8db2bc0,00000000-0000-0002-0005-a609d8db2bc0,618f428a-6e7f-4f29-bb50-24c51e5af3c1,1.5kg,CHOCOLATE PARA TEMPERAR BLANCO,TRUE,10977,"{""trackQuantity"":true,""quantity"":44,""inStock"":true}","{""Peso"":""1.5kg""}",wix:image://v1/9c9dca_79fa24473ca44d149ab476a99c5a0ded~mv2.png/file.png#originWidth=247&originHeight=247,"[""45eb7623-0ab9-4c2f-bd06-fd2c42bb568d""]"
62a7b176-6743-4bb1-bb1f-f707f0cdb8d8-00000000-0000-0001-0005-a6042294f171,00000000-0000-0001-0005-a6042294f171,62a7b176-6743-4bb1-bb1f-f707f0cdb8d8,20g,PECTINA,TRUE,1000188,"{""trackQuantity"":true,""quantity"":21,""inStock"":true}","{""Peso"":""20g""}",wix:image://v1/6138ec_516ede18371f4bd18c759797907fa41f~mv2.jpeg/file.jpg#originWidth=350&originHeight=350,"[""9843efd9-b4f0-4f1a-9937-e800b9f066ea"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
62a7b176-6743-4bb1-bb1f-f707f0cdb8d8-00000000-0000-0002-0005-a6042294f171,00000000-0000-0002-0005-a6042294f171,62a7b176-6743-4bb1-bb1f-f707f0cdb8d8,500g,PECTINA,TRUE,10463,"{""trackQuantity"":true,""quantity"":20,""inStock"":true}","{""Peso"":""500g""}",wix:image://v1/6138ec_516ede18371f4bd18c759797907fa41f~mv2.jpeg/file.jpg#originWidth=350&originHeight=350,"[""9843efd9-b4f0-4f1a-9937-e800b9f066ea"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
62d85981-3f22-4305-8210-a0088d958c8b-04d2e920-ac47-46df-8aa2-2239e5525393,04d2e920-ac47-46df-8aa2-2239e5525393,62d85981-3f22-4305-8210-a0088d958c8b,250g,PERLADO DORADO VIEJO,TRUE,150063,"{""trackQuantity"":true,""quantity"":27,""inStock"":true}","{""Peso"":""250g""}",wix:image://v1/6138ec_69f87abd01d64f64afac9d3f172ecb22~mv2.jpg/file.jpg#originWidth=500&originHeight=500,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
62d85981-3f22-4305-8210-a0088d958c8b-5239763c-be32-4cdc-b14f-60c546c24333,5239763c-be32-4cdc-b14f-60c546c24333,62d85981-3f22-4305-8210-a0088d958c8b,10g,PERLADO DORADO VIEJO,TRUE,1000746,"{""trackQuantity"":true,""quantity"":1127,""inStock"":true}","{""Peso"":""10g""}",wix:image://v1/6138ec_69f87abd01d64f64afac9d3f172ecb22~mv2.jpg/file.jpg#originWidth=500&originHeight=500,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
63158b1c-47d0-454e-82b3-67532cb7010b-00000000-0000-0001-0005-a5db13975073,00000000-0000-0001-0005-a5db13975073,63158b1c-47d0-454e-82b3-67532cb7010b,Pequeña,HOJAS,TRUE,801,"{""trackQuantity"":true,""quantity"":12,""inStock"":true}","{""Tamaño"":""Pequeña""}",wix:image://v1/6138ec_a28e7376f5094afca9fa9bae5efbf347~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""e5ab88af-ffb1-4398-8ce7-6cd6c444512f""]"
63158b1c-47d0-454e-82b3-67532cb7010b-00000000-0000-0002-0005-a5db13975073,00000000-0000-0002-0005-a5db13975073,63158b1c-47d0-454e-82b3-67532cb7010b,Mediana,HOJAS,TRUE,752,"{""trackQuantity"":true,""quantity"":21,""inStock"":true}","{""Tamaño"":""Mediana""}",wix:image://v1/6138ec_0f160168f00d4c07931d1b442bbd48be~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""e5ab88af-ffb1-4398-8ce7-6cd6c444512f""]"
63158b1c-47d0-454e-82b3-67532cb7010b-00000000-0000-0003-0005-a5db13975073,00000000-0000-0003-0005-a5db13975073,63158b1c-47d0-454e-82b3-67532cb7010b,Grande,HOJAS,TRUE,471,"{""trackQuantity"":true,""quantity"":39,""inStock"":true}","{""Tamaño"":""Grande""}",wix:image://v1/6138ec_1e9305aa1eb541b6ae56ec800c5b5ca9~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""e5ab88af-ffb1-4398-8ce7-6cd6c444512f""]"
6393322c-b141-4e0c-a2b5-694d3846cfe2-25f7f164-f050-4488-9754-adc7d5f6a8cb,25f7f164-f050-4488-9754-adc7d5f6a8cb,6393322c-b141-4e0c-a2b5-694d3846cfe2,50g,GRAGEA DIAMANTADA #5 CELESTE,TRUE,119247,"{""trackQuantity"":true,""quantity"":11,""inStock"":true}","{""Peso"":""50g""}",wix:image://v1/ec5950_a6550d0db8f5498d996ce6c0986c8b28~mv2.jpg/file.jpg#originWidth=3024&originHeight=4032,"[""6c8101b2-0ce9-4c9c-8d62-c5016f92f107""]"
6393322c-b141-4e0c-a2b5-694d3846cfe2-a96a5097-51df-406d-881e-79ebaa682755,a96a5097-51df-406d-881e-79ebaa682755,6393322c-b141-4e0c-a2b5-694d3846cfe2,800g,GRAGEA DIAMANTADA #5 CELESTE,TRUE,7.50639E+12,"{""trackQuantity"":true,""quantity"":11,""inStock"":true}","{""Peso"":""800g""}",wix:image://v1/ec5950_a6550d0db8f5498d996ce6c0986c8b28~mv2.jpg/file.jpg#originWidth=3024&originHeight=4032,"[""6c8101b2-0ce9-4c9c-8d62-c5016f92f107""]"
63b2742b-cb43-4c50-a5c9-b0ca736dc0bf-00000000-0000-0001-0005-a5d9af6e058c,00000000-0000-0001-0005-a5d9af6e058c,63b2742b-cb43-4c50-a5c9-b0ca736dc0bf,185g,GRAGEA FINA BLANCA,TRUE,1000777,"{""trackQuantity"":true,""quantity"":1,""inStock"":true}","{""Peso"":""185g""}",wix:image://v1/6138ec_e7aa3c49949043098c147cd22586704b~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
63b2742b-cb43-4c50-a5c9-b0ca736dc0bf-00000000-0000-0002-0005-a5d9af6e058c,00000000-0000-0002-0005-a5d9af6e058c,63b2742b-cb43-4c50-a5c9-b0ca736dc0bf,370g,GRAGEA FINA BLANCA,TRUE,119226,"{""trackQuantity"":true,""quantity"":6,""inStock"":true}","{""Peso"":""370g""}",wix:image://v1/6138ec_e7aa3c49949043098c147cd22586704b~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
63bd1b5d-2ae8-48da-9839-e7ca0b49d78e-00000000-0000-0001-0005-a5ddd1a1d33c,00000000-0000-0001-0005-a5ddd1a1d33c,63bd1b5d-2ae8-48da-9839-e7ca0b49d78e,10mL,COLOR GEL AZUL REY,TRUE,7.50225E+12,"{""trackQuantity"":true,""quantity"":290,""inStock"":true}","{""Cantidad"":""10mL""}",wix:image://v1/6138ec_1e91232f71c84f72bc4c9b4aa815fb3d~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""67a7aab4-d0ca-4362-9748-78ac78df1b2e"",""51c00051-a98a-3d45-6779-08e27de0ff8e""]"
63bd1b5d-2ae8-48da-9839-e7ca0b49d78e-9a3f6c55-6357-4a33-bb2c-89c7ea7df856,9a3f6c55-6357-4a33-bb2c-89c7ea7df856,63bd1b5d-2ae8-48da-9839-e7ca0b49d78e,270mL,COLOR GEL AZUL REY,TRUE,7.50225E+12,"{""trackQuantity"":true,""quantity"":2,""inStock"":true}","{""Cantidad"":""270mL""}",wix:image://v1/6138ec_1e91232f71c84f72bc4c9b4aa815fb3d~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""67a7aab4-d0ca-4362-9748-78ac78df1b2e"",""51c00051-a98a-3d45-6779-08e27de0ff8e""]"
6426c24b-bc09-4011-90cd-214206dacc0d-00000000-0000-0001-0005-a5d9af6e04d8,00000000-0000-0001-0005-a5d9af6e04d8,6426c24b-bc09-4011-90cd-214206dacc0d,185g,GRAGEA FINA ROJA,TRUE,1000772,"{""trackQuantity"":true,""quantity"":1,""inStock"":true}","{""Peso"":""185g""}",wix:image://v1/6138ec_2137985c1f6140b7801be5090800194c~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
6426c24b-bc09-4011-90cd-214206dacc0d-00000000-0000-0002-0005-a5d9af6e04d8,00000000-0000-0002-0005-a5d9af6e04d8,6426c24b-bc09-4011-90cd-214206dacc0d,370g,GRAGEA FINA ROJA,TRUE,119221,"{""trackQuantity"":true,""quantity"":12,""inStock"":true}","{""Peso"":""370g""}",wix:image://v1/6138ec_2137985c1f6140b7801be5090800194c~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
643a00ac-d0bc-46f2-a8a3-a77f1a7f2ab5-e02d021b-cfa8-46c1-aa3a-088300e2f149,e02d021b-cfa8-46c1-aa3a-088300e2f149,643a00ac-d0bc-46f2-a8a3-a77f1a7f2ab5,10 Unidades,RECARGAS DE NITROGENO PARA SIFON,TRUE,142033,"{""trackQuantity"":true,""quantity"":127,""inStock"":true}","{""Cantidad"":""10 Unidades""}",wix:image://v1/edc435_698a4687818b4c3895777462bb759798~mv2.jpg/file.jpg#originWidth=1536&originHeight=2048,"[""5a71a3b5-0a6b-4499-a6a2-6e89c875e7df""]"
643a00ac-d0bc-46f2-a8a3-a77f1a7f2ab5-e0b7519b-3ef8-4d54-974a-e451a76781fb,e0b7519b-3ef8-4d54-974a-e451a76781fb,643a00ac-d0bc-46f2-a8a3-a77f1a7f2ab5,1 Unidad,RECARGAS DE NITROGENO PARA SIFON,TRUE,12640,"{""trackQuantity"":true,""quantity"":7,""inStock"":true}","{""Cantidad"":""1 Unidad""}",wix:image://v1/edc435_698a4687818b4c3895777462bb759798~mv2.jpg/file.jpg#originWidth=1536&originHeight=2048,"[""5a71a3b5-0a6b-4499-a6a2-6e89c875e7df""]"
644dd3a8-d74c-4011-be26-572502d1ef47-2342782c-726d-4c52-84ce-ef5f2b8e1674,2342782c-726d-4c52-84ce-ef5f2b8e1674,644dd3a8-d74c-4011-be26-572502d1ef47,3.1kg,CEREZAS ENCONFITADAS SIN TALLO,TRUE,101022,"{""trackQuantity"":true,""quantity"":45,""inStock"":true}","{""Peso"":""3.1kg""}",wix:image://v1/6138ec_d9cdef25f77f486e8a8b45bb97961e65~mv2.jpg/file.jpg#originWidth=600&originHeight=600,"[""c5c8fd0c-e430-4d49-9fee-b8ec24ac3ce3"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
644dd3a8-d74c-4011-be26-572502d1ef47-4941ae6b-4dbd-4a5f-9545-3ee80eb23fd8,4941ae6b-4dbd-4a5f-9545-3ee80eb23fd8,644dd3a8-d74c-4011-be26-572502d1ef47,440g,CEREZAS ENCONFITADAS SIN TALLO,TRUE,101023,"{""trackQuantity"":true,""quantity"":5,""inStock"":true}","{""Peso"":""440g""}",wix:image://v1/6138ec_d9cdef25f77f486e8a8b45bb97961e65~mv2.jpg/file.jpg#originWidth=600&originHeight=600,"[""c5c8fd0c-e430-4d49-9fee-b8ec24ac3ce3"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
65617376-36f7-4956-95cd-762857604079-00000000-0000-0001-0005-a5ffd1f46480,00000000-0000-0001-0005-a5ffd1f46480,65617376-36f7-4956-95cd-762857604079,Ciento,PIRUTIN #0 PEQUEÑO #10 ROJO,TRUE,37,"{""trackQuantity"":true,""quantity"":5,""inStock"":true}","{""Cantidad"":""Ciento""}",wix:image://v1/10c695_c29aae0f19fd4f16a65ced439508bcd0~mv2.png/file.png#originWidth=390&originHeight=390,"[""4a3f3264-48d3-4a88-8183-7035ac509611""]"
65617376-36f7-4956-95cd-762857604079-00000000-0000-0002-0005-a5ffd1f46480,00000000-0000-0002-0005-a5ffd1f46480,65617376-36f7-4956-95cd-762857604079,Millar,PIRUTIN #0 PEQUEÑO #10 ROJO,TRUE,111196,"{""trackQuantity"":true,""quantity"":371,""inStock"":true}","{""Cantidad"":""Millar""}",wix:image://v1/10c695_c29aae0f19fd4f16a65ced439508bcd0~mv2.png/file.png#originWidth=390&originHeight=390,"[""4a3f3264-48d3-4a88-8183-7035ac509611""]"
65a1f316-23a3-455c-9d90-de48b3b90b22-00000000-0000-0001-0005-a5e0b1640a57,00000000-0000-0001-0005-a5e0b1640a57,65a1f316-23a3-455c-9d90-de48b3b90b22,10cm,ESPATULA CURVA,TRUE,200328,"{""trackQuantity"":true,""quantity"":2,""inStock"":true}","{""Tamaño"":""10cm""}",wix:image://v1/6138ec_0d4384224d7242f599121e41415b6470~mv2.jpg/file.jpg#originWidth=600&originHeight=600,"[""3e3bd0da-41f8-4681-944b-d116eeb04716""]"
65a1f316-23a3-455c-9d90-de48b3b90b22-00000000-0000-0002-0005-a5e0b1640a57,00000000-0000-0002-0005-a5e0b1640a57,65a1f316-23a3-455c-9d90-de48b3b90b22,20cm,ESPATULA CURVA,TRUE,200403,"{""trackQuantity"":true,""quantity"":103,""inStock"":true}","{""Tamaño"":""20cm""}",wix:image://v1/6138ec_0d4384224d7242f599121e41415b6470~mv2.jpg/file.jpg#originWidth=600&originHeight=600,"[""3e3bd0da-41f8-4681-944b-d116eeb04716""]"
65a1f316-23a3-455c-9d90-de48b3b90b22-00000000-0000-0003-0005-a5e0b1640a57,00000000-0000-0003-0005-a5e0b1640a57,65a1f316-23a3-455c-9d90-de48b3b90b22,25cm,ESPATULA CURVA,TRUE,300590,"{""trackQuantity"":true,""quantity"":147,""inStock"":true}","{""Tamaño"":""25cm""}",wix:image://v1/6138ec_0d4384224d7242f599121e41415b6470~mv2.jpg/file.jpg#originWidth=600&originHeight=600,"[""3e3bd0da-41f8-4681-944b-d116eeb04716""]"
65a1f316-23a3-455c-9d90-de48b3b90b22-d82a9bbf-1640-4004-96f7-de501877b6d7,d82a9bbf-1640-4004-96f7-de501877b6d7,65a1f316-23a3-455c-9d90-de48b3b90b22,30cm,ESPATULA CURVA,TRUE,300591,"{""trackQuantity"":true,""quantity"":283,""inStock"":true}","{""Tamaño"":""30cm""}",wix:image://v1/6138ec_0d4384224d7242f599121e41415b6470~mv2.jpg/file.jpg#originWidth=600&originHeight=600,"[""3e3bd0da-41f8-4681-944b-d116eeb04716""]"
6607e1f8-5555-4743-8626-188b322cd522-00000000-0000-0001-0005-a5dd1dbaa16b,00000000-0000-0001-0005-a5dd1dbaa16b,6607e1f8-5555-4743-8626-188b322cd522,"Mediana (35x25x9,5cm)",TARRINA RECTANGULAR,TRUE,522,"{""trackQuantity"":true,""quantity"":170,""inStock"":true}","{""Tamaño"":""Mediana (35x25x9,5cm)""}",wix:image://v1/6138ec_598fc5ab99544bce8c9e657d35fb08e0~mv2.png/file.png#originWidth=1130&originHeight=586,"[""3b30679b-00eb-4473-8071-a769893fcffb""]"
6607e1f8-5555-4743-8626-188b322cd522-00000000-0000-0002-0005-a5dd1dbaa16b,00000000-0000-0002-0005-a5dd1dbaa16b,6607e1f8-5555-4743-8626-188b322cd522,GRANDE (41x30x12cm),TARRINA RECTANGULAR,TRUE,526,"{""trackQuantity"":true,""quantity"":68,""inStock"":true}","{""Tamaño"":""GRANDE (41x30x12cm)""}",wix:image://v1/6138ec_598fc5ab99544bce8c9e657d35fb08e0~mv2.png/file.png#originWidth=1130&originHeight=586,"[""3b30679b-00eb-4473-8071-a769893fcffb""]"
665d7737-4ab7-436c-9690-d13a6178fe28-00000000-0000-0001-0005-a5d9af6e04c7,00000000-0000-0001-0005-a5d9af6e04c7,665d7737-4ab7-436c-9690-d13a6178fe28,185g,GRAGEA FINA ROSADA,TRUE,1000778,"{""trackQuantity"":true,""quantity"":18,""inStock"":true}","{""Peso"":""185g""}",wix:image://v1/6138ec_797799f3059448b7bc95407288a5a41f~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
665d7737-4ab7-436c-9690-d13a6178fe28-00000000-0000-0002-0005-a5d9af6e04c7,00000000-0000-0002-0005-a5d9af6e04c7,665d7737-4ab7-436c-9690-d13a6178fe28,370g,GRAGEA FINA ROSADA,TRUE,119219,"{""trackQuantity"":true,""quantity"":18,""inStock"":true}","{""Peso"":""370g""}",wix:image://v1/6138ec_797799f3059448b7bc95407288a5a41f~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
66932b71-09e0-4033-8b23-e3ca14a49437-00000000-0000-0001-0005-a5d9af6e0559,00000000-0000-0001-0005-a5d9af6e0559,66932b71-09e0-4033-8b23-e3ca14a49437,50g,GRAGEA FINA DORADA,TRUE,10487,"{""trackQuantity"":true,""quantity"":2,""inStock"":true}","{""Peso"":""50g""}",wix:image://v1/6138ec_df4f8eefd1984e218a367f4eeb3d7c29~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
66932b71-09e0-4033-8b23-e3ca14a49437-00000000-0000-0002-0005-a5d9af6e0559,00000000-0000-0002-0005-a5d9af6e0559,66932b71-09e0-4033-8b23-e3ca14a49437,250g,GRAGEA FINA DORADA,TRUE,119215,"{""trackQuantity"":true,""quantity"":18,""inStock"":true}","{""Peso"":""250g""}",wix:image://v1/6138ec_df4f8eefd1984e218a367f4eeb3d7c29~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
66f997bb-7b26-ad97-c585-ab0a310d052e-82a00855-21cd-46df-848d-1b6b918d5c23,82a00855-21cd-46df-848d-1b6b918d5c23,66f997bb-7b26-ad97-c585-ab0a310d052e,50g,GRAGEA PALITO PLATEADO,TRUE,119310,"{""trackQuantity"":true,""quantity"":4,""inStock"":true}","{""Peso"":""50g""}",wix:image://v1/ec5950_b5fee8f6b4214aec9e9481fce6cc378f~mv2.jpg/file.jpg#originWidth=1280&originHeight=794,"[""44075c48-f3d1-4e43-a015-e5003a114457""]"
66f997bb-7b26-ad97-c585-ab0a310d052e-832c7d78-fac4-438d-ba93-e1d6e67cf90d,832c7d78-fac4-438d-ba93-e1d6e67cf90d,66f997bb-7b26-ad97-c585-ab0a310d052e,250g,GRAGEA PALITO PLATEADO,TRUE,119289,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Peso"":""250g""}",wix:image://v1/ec5950_b5fee8f6b4214aec9e9481fce6cc378f~mv2.jpg/file.jpg#originWidth=1280&originHeight=794,"[""44075c48-f3d1-4e43-a015-e5003a114457""]"
6853ba70-6552-40c5-964a-0d81ddd95c2b-1fe59d1d-5b6b-47f0-8947-b4bc80ac6e27,1fe59d1d-5b6b-47f0-8947-b4bc80ac6e27,6853ba70-6552-40c5-964a-0d81ddd95c2b,25kg,GLICERINA,TRUE,10960,"{""trackQuantity"":true,""quantity"":10,""inStock"":true}","{""Peso"":""25kg""}",wix:image://v1/6138ec_78fa7fb18b62485a9c2d966852d089ec~mv2.jpeg/file.jpg#originWidth=600&originHeight=600,"[""9843efd9-b4f0-4f1a-9937-e800b9f066ea"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
6853ba70-6552-40c5-964a-0d81ddd95c2b-58d0ce6f-33cd-4116-b908-dd111e7af58b,58d0ce6f-33cd-4116-b908-dd111e7af58b,6853ba70-6552-40c5-964a-0d81ddd95c2b,250g,GLICERINA,TRUE,17,"{""trackQuantity"":true,""quantity"":16,""inStock"":true}","{""Peso"":""250g""}",wix:image://v1/6138ec_78fa7fb18b62485a9c2d966852d089ec~mv2.jpeg/file.jpg#originWidth=600&originHeight=600,"[""9843efd9-b4f0-4f1a-9937-e800b9f066ea"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
6853ba70-6552-40c5-964a-0d81ddd95c2b-96366cde-bc26-46ca-be5c-d73d1e0cb143,96366cde-bc26-46ca-be5c-d73d1e0cb143,6853ba70-6552-40c5-964a-0d81ddd95c2b,5kg,GLICERINA,TRUE,10961,"{""trackQuantity"":true,""quantity"":4,""inStock"":true}","{""Peso"":""5kg""}",wix:image://v1/6138ec_78fa7fb18b62485a9c2d966852d089ec~mv2.jpeg/file.jpg#originWidth=600&originHeight=600,"[""9843efd9-b4f0-4f1a-9937-e800b9f066ea"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
690b583d-d338-418a-a983-433d02d28069-00000000-0000-0001-0005-a5ffd1f463e5,00000000-0000-0001-0005-a5ffd1f463e5,690b583d-d338-418a-a983-433d02d28069,Ciento,PIRUTIN #0 PEQUEÑO #7 AMARILLO,TRUE,823,"{""trackQuantity"":true,""quantity"":81,""inStock"":true}","{""Cantidad"":""Ciento""}",wix:image://v1/614034_103e8f4ab0ae4536a38b319d3eb437ed~mv2.png/missing-media.png#originWidth=500&originHeight=500,"[""4a3f3264-48d3-4a88-8183-7035ac509611"",""eb0c3dc9-cb45-0ec0-4df1-86766f29bb73""]"
690b583d-d338-418a-a983-433d02d28069-00000000-0000-0002-0005-a5ffd1f463e5,00000000-0000-0002-0005-a5ffd1f463e5,690b583d-d338-418a-a983-433d02d28069,Millar,PIRUTIN #0 PEQUEÑO #7 AMARILLO,TRUE,111200,"{""trackQuantity"":true,""quantity"":56,""inStock"":true}","{""Cantidad"":""Millar""}",wix:image://v1/614034_103e8f4ab0ae4536a38b319d3eb437ed~mv2.png/missing-media.png#originWidth=500&originHeight=500,"[""4a3f3264-48d3-4a88-8183-7035ac509611"",""eb0c3dc9-cb45-0ec0-4df1-86766f29bb73""]"
6a355585-50b9-4b95-95b5-21ad27580b48-00000000-0000-0001-0005-a5ffd1f463a9,00000000-0000-0001-0005-a5ffd1f463a9,6a355585-50b9-4b95-95b5-21ad27580b48,Ciento,PIRUTIN #1 PEQUEÑO #10 AMARILLO PUNTOS BLANCOS,TRUE,1601472,"{""trackQuantity"":true,""quantity"":2,""inStock"":true}","{""Cantidad"":""Ciento""}",wix:image://v1/6138ec_a4ccdfe35be24605888dbf9632be08a1~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""5a552f08-fdde-447f-878d-25b91d1be9f8""]"
6a355585-50b9-4b95-95b5-21ad27580b48-00000000-0000-0002-0005-a5ffd1f463a9,00000000-0000-0002-0005-a5ffd1f463a9,6a355585-50b9-4b95-95b5-21ad27580b48,Millar,PIRUTIN #1 PEQUEÑO #10 AMARILLO PUNTOS BLANCOS,TRUE,111246,"{""trackQuantity"":true,""quantity"":471,""inStock"":true}","{""Cantidad"":""Millar""}",wix:image://v1/6138ec_a4ccdfe35be24605888dbf9632be08a1~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""5a552f08-fdde-447f-878d-25b91d1be9f8""]"
6aeb597d-8477-499f-a834-fe3303969f60-00000000-0000-0001-0005-a60422dfe2ce,00000000-0000-0001-0005-a60422dfe2ce,6aeb597d-8477-499f-a834-fe3303969f60,500g,MARVA BLANCA MAESTRO,TRUE,1000159,"{""trackQuantity"":false,""quantity"":0,""inStock"":true}","{""Peso"":""500g""}",wix:image://v1/6138ec_0afa57cd68ec491999e2e180f217aed1~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""d58f51cf-1fee-4b28-b438-85b44ed2a47b"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
6aeb597d-8477-499f-a834-fe3303969f60-00000000-0000-0002-0005-a60422dfe2ce,00000000-0000-0002-0005-a60422dfe2ce,6aeb597d-8477-499f-a834-fe3303969f60,15kg,MARVA BLANCA MAESTRO,TRUE,10896,"{""trackQuantity"":false,""quantity"":0,""inStock"":true}","{""Peso"":""15kg""}",wix:image://v1/6138ec_0afa57cd68ec491999e2e180f217aed1~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""d58f51cf-1fee-4b28-b438-85b44ed2a47b"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
6aeb597d-8477-499f-a834-fe3303969f60-00000000-0000-0003-0005-a60422dfe2ce,00000000-0000-0003-0005-a60422dfe2ce,6aeb597d-8477-499f-a834-fe3303969f60,5kg,MARVA BLANCA MAESTRO,TRUE,10897,"{""trackQuantity"":false,""quantity"":0,""inStock"":true}","{""Peso"":""5kg""}",wix:image://v1/6138ec_0afa57cd68ec491999e2e180f217aed1~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""d58f51cf-1fee-4b28-b438-85b44ed2a47b"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
6ba6a041-bef9-4254-b585-055df8f6285f-00000000-0000-0001-0005-a74a5d734c28,00000000-0000-0001-0005-a74a5d734c28,6ba6a041-bef9-4254-b585-055df8f6285f,20cm,TARTALETA DESMOLDABLE,TRUE,300664,"{""trackQuantity"":true,""quantity"":10,""inStock"":true}","{""Tamaño"":""20cm""}",wix:image://v1/6138ec_1965cc41a22f4fd7838309a3af683c6c~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""cbc2ba3f-5581-471f-8816-928b0d9f3830""]"
6ba6a041-bef9-4254-b585-055df8f6285f-00000000-0000-0002-0005-a74a5d734c28,00000000-0000-0002-0005-a74a5d734c28,6ba6a041-bef9-4254-b585-055df8f6285f,24cm,TARTALETA DESMOLDABLE,TRUE,300565,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Tamaño"":""24cm""}",wix:image://v1/6138ec_1965cc41a22f4fd7838309a3af683c6c~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""cbc2ba3f-5581-471f-8816-928b0d9f3830""]"
6ba6a041-bef9-4254-b585-055df8f6285f-00000000-0000-0003-0005-a74a5d734c28,00000000-0000-0003-0005-a74a5d734c28,6ba6a041-bef9-4254-b585-055df8f6285f,30cm,TARTALETA DESMOLDABLE,TRUE,300566,"{""trackQuantity"":true,""quantity"":3,""inStock"":true}","{""Tamaño"":""30cm""}",wix:image://v1/6138ec_1965cc41a22f4fd7838309a3af683c6c~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""cbc2ba3f-5581-471f-8816-928b0d9f3830""]"
6ba6a041-bef9-4254-b585-055df8f6285f-00000000-0000-0004-0005-a74a5d734c28,00000000-0000-0004-0005-a74a5d734c28,6ba6a041-bef9-4254-b585-055df8f6285f,11cm,TARTALETA DESMOLDABLE,TRUE,300663,"{""trackQuantity"":true,""quantity"":3,""inStock"":true}","{""Tamaño"":""11cm""}",wix:image://v1/6138ec_1965cc41a22f4fd7838309a3af683c6c~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""cbc2ba3f-5581-471f-8816-928b0d9f3830""]"
6bc9619d-5b20-46e7-b2f1-993ef0caca16-892617c0-91fd-4983-8e49-0042faf2a885,892617c0-91fd-4983-8e49-0042faf2a885,6bc9619d-5b20-46e7-b2f1-993ef0caca16,250g,DIAMANTINA ROJA,TRUE,150107,"{""trackQuantity"":true,""quantity"":22,""inStock"":true}","{""Peso"":""250g""}",wix:image://v1/6138ec_2cc773e3c12a4bafb1f144410704599f~mv2.jpg/file.jpg#originWidth=501&originHeight=501,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
6bc9619d-5b20-46e7-b2f1-993ef0caca16-b19e9810-534f-4c45-8ef0-fa85d5720a4d,b19e9810-534f-4c45-8ef0-fa85d5720a4d,6bc9619d-5b20-46e7-b2f1-993ef0caca16,10g,DIAMANTINA ROJA,TRUE,1000769,"{""trackQuantity"":true,""quantity"":38,""inStock"":true}","{""Peso"":""10g""}",wix:image://v1/6138ec_2cc773e3c12a4bafb1f144410704599f~mv2.jpg/file.jpg#originWidth=501&originHeight=501,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
